Ref,Round,Rigor,GPA,ACT,SAT,Accepted
954261739,2015 Fall,3,3.74,30,,1
795588723,2015 Fall,3,3.74,23,,1
6016580,2015 Fall,4,3.74,29,,1
701814946,2015 Fall,3,3.74,28,1330,1
239833239,2015 Fall,3,3.74,26,,1
453639957,2015 Fall,3,3.74,32,1350,1
535742183,2016 Fall,3,3.74,28,,1
278212352,2016 Fall,2,3.74,30,1320,1
738783964,2016 Fall,4,3.74,,1380,1
88290420,2017 Fall,2,3.74,27,1290,1
680816870,2017 Fall,1,3.74,,1220,1
602601502,2017 Fall,2,3.74,26,,1
792891705,2017 Fall,3,3.74,24,1180,1
264406747,2017 Fall,1,3.74,,1060,1
1934673,2015 Fall,3,3.74,28,1340,1
368883218,2016 Fall,4,3.74,23,1200,1
230636752,2017 Fall,3,3.74,,1280,1
501927868,2017 Fall,1,3.74,,1370,1
895692052,2017 Fall,3,3.74,30,,1
299831564,2014 Fall,3,3.74,28,1300,1
629385857,2014 Fall,5,3.74,,1270,1
883216357,2014 Fall,3,3.73,27,1240,1
940564351,2014 Fall,3,3.73,,1360,1
604078087,2014 Fall,3,3.73,22,,1
972904782,2015 Fall,3,3.73,23,1270,1
378759165,2016 Fall,2,3.73,,1140,1
15191450,2016 Fall,1,3.73,,1160,1
887702905,2016 Fall,1,3.73,,1360,1
526989552,2014 Fall,2,3.73,31,,1
734656696,2014 Fall,1,3.73,,1330,1
186160800,2015 Fall,5,3.73,27,,1
912825009,2015 Fall,4,3.73,29,,1
430102412,2015 Fall,4,3.73,26,1290,1
538948767,2016 Fall,4,3.73,,1400,1
271220413,2016 Fall,4,3.73,,1410,1
4921098,2016 Fall,4,3.73,,1360,1
836172660,2017 Fall,1,3.73,32,,1
59844985,2017 Fall,4,3.73,22,,1
527103049,2017 Fall,3,3.73,26,1230,1
769394085,2017 Fall,1,3.73,29,1290,1
230629316,2017 Fall,3,3.73,,1210,1
277384725,2017 Fall,3,3.73,29,1310,1
620785117,2017 Fall,3,3.73,,1240,1
282504919,2014 Fall,2,3.73,36,1560,1
148345556,2015 Fall,4,3.73,28,1210,1
369356992,2017 Fall,1,3.73,28,1370,1
600053987,2016 Fall,3,3.73,27,1310,1
323991031,2016 Fall,3,3.73,30,1450,1
104134747,2014 Fall,5,3.72,,1310,1
545867908,2014 Fall,5,3.72,,1220,1
301700970,2015 Fall,4,3.72,,1250,1
840488692,2015 Fall,5,3.72,26,1230,1
175463308,2016 Fall,1,3.72,27,,1
828026119,2017 Fall,2,3.72,,1330,1
660916361,2014 Fall,4,3.72,,1450,1
843853209,2014 Fall,1,3.72,31,,1
417877505,2015 Fall,3,3.72,22,1190,1
38103954,2015 Fall,2,3.72,25,1170,1
493006693,2015 Fall,1,3.72,31,,1
691859388,2015 Fall,3,3.72,29,1230,1
899098950,2015 Fall,3,3.72,28,,1
954906025,2015 Fall,2,3.72,,1350,1
986058840,2015 Fall,4,3.72,34,1480,1
113851819,2015 Fall,4,3.72,27,1370,1
785508419,2015 Fall,3,3.72,,1340,1
992259252,2015 Fall,4,3.72,,1250,1
16967238,2016 Fall,2,3.72,28,,1
94900955,2016 Fall,3,3.72,30,1330,1
184819958,2016 Fall,3,3.72,30,,1
404776035,2016 Fall,1,3.72,,1370,1
889144475,2016 Fall,4,3.72,,1430,1
353466493,2016 Fall,4,3.72,,1420,1
546325031,2016 Fall,2,3.72,,1190,1
677824706,2016 Fall,1,3.72,26,1270,1
737447730,2016 Fall,3,3.72,25,,1
774270276,2016 Fall,2,3.72,35,,1
898983472,2017 Fall,3,3.72,,1390,1
765735560,2017 Fall,3,3.72,29,,1
372311483,2014 Fall,2,3.72,29,1380,1
783612891,2014 Fall,3,3.72,,1370,1
170263844,2014 Fall,2,3.72,35,,1
767012284,2015 Fall,3,3.72,33,,1
809568823,2015 Fall,5,3.72,27,,1
934484753,2014 Fall,2,3.71,27,1180,1
454243272,2014 Fall,1,3.71,24,1220,1
60171361,2015 Fall,1,3.71,,1090,1
712285169,2016 Fall,3,3.71,,1390,1
805970178,2016 Fall,1,3.71,33,,1
268853927,2017 Fall,5,3.71,22,,1
911031821,2017 Fall,2,3.71,,1300,1
361104973,2014 Fall,4,3.71,27,,1
304313465,2014 Fall,1,3.71,30,1450,1
273066065,2015 Fall,1,3.71,31,1440,1
949803626,2015 Fall,1,3.71,26,1210,1
126876186,2016 Fall,2,3.71,25,1430,1
98729895,2017 Fall,4,3.71,30,,1
524059144,2014 Fall,3,3.71,,1420,1
223884922,2014 Fall,2,3.71,34,1470,1
913473848,2014 Fall,3,3.71,30,,1
78333613,2014 Fall,3,3.71,,1330,1
773337238,2014 Fall,1,3.71,33,,1
844605731,2015 Fall,2,3.71,,1090,1
976497829,2016 Fall,2,3.71,28,1310,1
26795755,2016 Fall,3,3.71,,1570,1
437515040,2016 Fall,4,3.71,29,,1
998629180,2016 Fall,2,3.71,25,,1
192312492,2016 Fall,2,3.71,26,,1
350304524,2016 Fall,3,3.71,,1250,1
162452032,2016 Fall,3,3.7,,1240,1
49848664,2016 Fall,1,3.7,,1120,1
945115146,2017 Fall,2,3.7,25,1240,1
947420375,2014 Fall,3,3.7,27,,1
750680232,2015 Fall,3,3.7,30,1360,1
333957446,2015 Fall,3,3.7,28,,1
503121026,2015 Fall,2,3.7,,1300,1
21192210,2016 Fall,1,3.7,28,1490,1
232682804,2016 Fall,4,3.7,33,,1
339631749,2016 Fall,4,3.7,26,,1
418973363,2016 Fall,3,3.7,,1190,1
256701012,2017 Fall,3,3.7,,1160,1
874364967,2017 Fall,1,3.7,,1260,1
932527517,2017 Fall,2,3.7,34,1470,1
10774449,2015 Fall,1,3.7,25,1160,1
447195478,2015 Fall,3,3.7,,1350,1
975599125,2015 Fall,4,3.7,,1350,1
30006326,2015 Fall,3,3.7,35,,1
801777444,2015 Fall,4,3.7,27,,1
575691650,2014 Fall,1,3.7,,1490,1
925083717,2015 Fall,3,3.7,25,,1
173954371,2016 Fall,1,3.7,26,,1
491674936,2016 Fall,4,3.69,27,1400,1
315377101,2016 Fall,3,3.69,27,1200,1
326572749,2015 Fall,4,3.69,,1170,1
931437025,2016 Fall,2,3.69,29,1320,1
20844817,2017 Fall,3,3.69,25,1240,1
199785650,2017 Fall,2,3.69,20,1120,1
4962550,2017 Fall,3,3.69,,1290,1
10605474,2014 Fall,3,3.69,27,1400,1
703353126,2014 Fall,4,3.69,29,,1
349744984,2015 Fall,3,3.69,26,1330,1
540750113,2015 Fall,3,3.69,,1420,1
610999463,2015 Fall,1,3.69,30,1440,1
983421450,2015 Fall,3,3.69,,1310,1
303006294,2016 Fall,1,3.69,32,1420,1
110698295,2017 Fall,2,3.69,30,,1
365918616,2017 Fall,3,3.69,28,1330,1
103709093,2014 Fall,1,3.68,,1060,1
606058242,2015 Fall,4,3.68,25,,1
755091708,2014 Fall,2,3.68,30,1310,1
568502733,2014 Fall,1,3.68,,1310,1
718666622,2015 Fall,4,3.68,,1320,1
899221837,2015 Fall,4,3.68,32,1420,1
604280504,2015 Fall,3,3.68,26,,1
366627489,2016 Fall,1,3.68,33,1480,1
902508731,2016 Fall,3,3.68,30,,1
697214608,2016 Fall,3,3.68,27,,1
94565133,2017 Fall,3,3.68,,1330,1
164504814,2017 Fall,4,3.68,34,1310,1
647516769,2017 Fall,1,3.68,,1200,1
951252765,2017 Fall,1,3.68,27,,1
190030722,2014 Fall,1,3.68,,1330,1
619103512,2014 Fall,4,3.68,28,,1
302777388,2015 Fall,2,3.68,25,1280,1
625479349,2015 Fall,4,3.68,,1330,1
823876790,2016 Fall,3,3.68,36,,1
12627480,2017 Fall,1,3.68,31,1460,1
966137549,2015 Fall,3,3.68,,1270,1
574364403,2016 Fall,3,3.67,22,1140,1
730762297,2016 Fall,4,3.67,28,1330,1
893719710,2016 Fall,4,3.67,,1100,1
574364403,2017 Fall,3,3.67,22,1140,1
607946916,2017 Fall,1,3.67,23,1110,1
949099662,2017 Fall,3,3.67,24,1260,1
567041407,2014 Fall,1,3.67,,1420,1
160372084,2015 Fall,3,3.67,,1300,1
148055327,2016 Fall,3,3.67,32,1180,1
160372084,2016 Fall,3,3.67,,1300,1
49561200,2016 Fall,1,3.67,21,1290,1
836969930,2016 Fall,1,3.67,32,,1
848546890,2016 Fall,4,3.67,30,,1
561138547,2017 Fall,1,3.67,,1170,1
5778424,2017 Fall,3,3.67,,1200,1
460847306,2014 Fall,1,3.67,,1420,1
607226816,2015 Fall,3,3.67,25,1320,1
995656354,2015 Fall,1,3.67,,1360,1
90661464,2016 Fall,3,3.67,32,1370,1
75342328,2015 Fall,3,3.66,28,1350,1
466712095,2016 Fall,2,3.66,21,1090,1
490769540,2016 Fall,5,3.66,27,,1
630328188,2017 Fall,3,3.66,25,,1
318846326,2014 Fall,2,3.66,30,,1
885296360,2014 Fall,4,3.66,,1540,1
8434259,2015 Fall,3,3.66,26,1310,1
437070732,2015 Fall,4,3.66,26,,1
681483362,2015 Fall,4,3.66,25,1250,1
117444735,2016 Fall,3,3.66,,1310,1
11504996,2014 Fall,4,3.66,33,,1
416693121,2015 Fall,3,3.66,27,1220,1
813573932,2016 Fall,1,3.66,,1150,1
446377000,2017 Fall,2,3.66,,1300,1
885691256,2016 Fall,2,3.65,27,,1
843584057,2017 Fall,5,3.65,,1140,1
972959317,2014 Fall,4,3.65,30,1360,1
840469409,2015 Fall,2,3.65,27,,1
550468030,2015 Fall,2,3.65,,1450,1
75038939,2015 Fall,3,3.65,28,1240,1
743143974,2016 Fall,2,3.65,26,1300,1
840469409,2016 Fall,2,3.65,27,,1
290163481,2016 Fall,1,3.65,,1340,1
974648153,2017 Fall,1,3.65,31,,1
127266234,2014 Fall,1,3.65,,1290,1
186356859,2014 Fall,4,3.65,,1440,1
950561544,2014 Fall,4,3.65,,1310,1
631115759,2016 Fall,4,3.65,,1340,1
829585387,2016 Fall,3,3.65,24,,1
815197048,2017 Fall,4,3.65,,1140,1
39140821,2015 Fall,3,3.64,,1300,1
334717753,2015 Fall,1,3.64,26,1270,1
178637980,2016 Fall,4,3.64,24,1190,1
869237776,2016 Fall,1,3.64,,1210,1
916736616,2016 Fall,1,3.64,23,1200,1
952300837,2016 Fall,4,3.64,,1150,1
260621928,2016 Fall,6,3.64,22,,1
821523707,2016 Fall,4,3.64,25,,1
673008244,2016 Fall,2,3.64,,1350,1
967971174,2017 Fall,1,3.64,,1200,1
121739047,2017 Fall,2,3.64,,1340,1
380495056,2014 Fall,3,3.64,23,1190,1
948175411,2015 Fall,4,3.64,25,1250,1
826347151,2015 Fall,3,3.64,,1390,1
386795823,2016 Fall,1,3.64,,1450,1
232628356,2016 Fall,3,3.64,27,1150,1
773283586,2016 Fall,3,3.64,29,,1
62518058,2017 Fall,1,3.64,,1310,1
573395969,2017 Fall,1,3.64,,1310,1
490631253,2014 Fall,1,3.64,30,1380,1
464386743,2015 Fall,3,3.64,,1550,1
246843907,2017 Fall,2,3.64,,1340,1
407757392,2017 Fall,4,3.64,26,,1
344306443,2015 Fall,5,3.64,,1250,1
350533259,2015 Fall,1,3.64,,1480,1
156411570,2016 Fall,2,3.63,,1340,1
49691129,2016 Fall,3,3.63,25,,1
278169225,2016 Fall,1,3.63,27,,1
855411994,2017 Fall,3,3.63,33,1380,1
465848680,2017 Fall,2,3.63,26,1240,1
401343464,2017 Fall,3,3.63,34,,1
74462858,2014 Fall,3,3.63,24,,1
658019418,2014 Fall,4,3.63,,1430,1
542931901,2015 Fall,1,3.63,26,1280,1
531799672,2015 Fall,3,3.63,,1130,1
692748324,2015 Fall,4,3.63,,1470,1
540975406,2015 Fall,4,3.63,22,1190,1
994998324,2016 Fall,3,3.63,32,,1
84639599,2016 Fall,4,3.63,26,,1
798080383,2016 Fall,3,3.63,,1130,1
126835826,2017 Fall,3,3.63,,1570,1
860355786,2017 Fall,3,3.63,22,,1
116885496,2014 Fall,3,3.63,30,1420,1
447055076,2014 Fall,4,3.63,29,1280,1
908285325,2014 Fall,2,3.63,33,,1
968922082,2015 Fall,,3.63,,1310,1
477955186,2015 Fall,1,3.63,28,1140,1
32385445,2016 Fall,3,3.63,31,,1
286417866,2015 Fall,1,3.63,29,,1
136156965,2017 Fall,3,3.63,23,,1
264901168,2015 Fall,4,3.62,25,,1
953553011,2016 Fall,3,3.62,25,1220,1
878387553,2016 Fall,3,3.62,,1250,1
400407677,2014 Fall,3,3.62,24,1100,1
844235122,2014 Fall,4,3.62,29,1320,1
166478541,2015 Fall,3,3.62,28,,1
854031667,2016 Fall,1,3.62,,1160,1
384423954,2017 Fall,3,3.62,30,,1
596627214,2017 Fall,4,3.62,,1160,1
7530051,2015 Fall,2,3.62,30,1400,1
278832578,2015 Fall,4,3.62,,1480,1
492885330,2016 Fall,5,3.62,,1350,1
553275306,2017 Fall,3,3.62,,1410,1
106199756,2014 Fall,3,3.62,,1440,1
106199756,2015 Fall,,3.62,,1440,1
688113808,2014 Fall,4,3.61,27,1250,1
553639983,2014 Fall,3,3.61,,1240,1
661281664,2014 Fall,1,3.61,26,1200,1
358672972,2017 Fall,4,3.61,26,1230,1
268110140,2017 Fall,3,3.61,,1200,1
45720967,2014 Fall,3,3.61,26,1380,1
585773758,2015 Fall,2,3.61,26,,1
210758668,2016 Fall,3,3.61,30,1350,1
711381156,2016 Fall,1,3.61,,1280,1
726203598,2016 Fall,2,3.61,27,,1
19729352,2016 Fall,1,3.61,,1310,1
577000326,2016 Fall,3,3.61,27,1390,1
782669026,2016 Fall,4,3.61,,1440,1
389956240,2015 Fall,1,3.61,,1420,1
46290038,2016 Fall,6,3.61,31,1450,1
106527520,2017 Fall,2,3.61,,1240,1
401944773,2016 Fall,4,3.6,27,,1
994295045,2016 Fall,3,3.6,22,1140,1
480129546,2017 Fall,5,3.6,22,1160,1
296948263,2014 Fall,4,3.6,27,1240,1
89200877,2015 Fall,2,3.6,32,,1
612315563,2015 Fall,3,3.6,30,,1
765460137,2015 Fall,4,3.6,28,1390,1
924000724,2017 Fall,3,3.6,,1490,1
268384913,2017 Fall,4,3.6,,1230,1
962609283,2017 Fall,5,3.6,,1270,1
380333995,2014 Fall,2,3.6,,1310,1
659748092,2014 Fall,4,3.6,32,1420,1
738181138,2015 Fall,2,3.6,27,1310,1
360431174,2015 Fall,4,3.6,,1230,1
991074984,2015 Fall,4,3.6,,1130,1
1588580,2015 Fall,3,3.6,35,,1
137751630,2016 Fall,1,3.6,,1220,1
514864212,2016 Fall,3,3.6,,1420,1
500281076,2017 Fall,3,3.6,26,,1
842244868,2017 Fall,3,3.6,,1310,1
944718781,2016 Fall,1,3.6,30,,1
834165832,2014 Fall,2,3.59,,1310,1
27458022,2015 Fall,3,3.59,25,1310,1
184416019,2015 Fall,4,3.59,,1280,1
775049799,2016 Fall,3,3.59,27,1280,1
79917197,2016 Fall,4,3.59,27,,1
178754323,2017 Fall,4,3.59,28,,1
279925344,2017 Fall,3,3.59,30,1250,1
509695495,2017 Fall,4,3.59,23,1450,1
781302618,2014 Fall,4,3.59,31,1370,1
140285560,2015 Fall,4,3.59,29,,1
478729038,2016 Fall,1,3.59,26,1280,1
641018723,2016 Fall,3,3.59,,1200,1
340294467,2016 Fall,4,3.59,,1260,1
80697053,2017 Fall,1,3.59,32,,1
694451420,2017 Fall,3,3.59,,1290,1
934917489,2017 Fall,3,3.59,30,,1
675582117,2014 Fall,2,3.59,32,,1
648816048,2014 Fall,5,3.59,,1150,1
653232866,2016 Fall,1,3.59,,1360,1
827074774,2014 Fall,3,3.58,,1320,1
907103696,2016 Fall,3,3.58,,1280,1
372141765,2016 Fall,1,3.58,29,,1
781519357,2014 Fall,4,3.58,,1320,1
329430210,2015 Fall,3,3.58,31,1410,1
591220644,2015 Fall,5,3.58,,1150,1
633575209,2015 Fall,1,3.58,,1240,1
102370901,2015 Fall,2,3.58,,1340,1
181476605,2015 Fall,3,3.58,,1260,1
328464551,2016 Fall,1,3.58,29,1380,1
667437630,2016 Fall,4,3.58,,1300,1
833362685,2017 Fall,3,3.58,23,1230,1
576264276,2017 Fall,3,3.58,,1190,1
600203193,2017 Fall,5,3.58,29,,1
795889388,2015 Fall,4,3.58,29,1390,1
33105862,2017 Fall,3,3.58,,1160,1
36124294,2017 Fall,1,3.58,32,,1
669465406,2017 Fall,2,3.58,29,1280,1
115306191,2015 Fall,4,3.58,31,,1
339036576,2015 Fall,3,3.57,,1400,1
421586772,2015 Fall,3,3.57,,1210,1
987729139,2017 Fall,4,3.57,,1220,1
47484296,2015 Fall,2,3.57,29,1310,1
619754461,2015 Fall,2,3.57,24,1170,1
713174262,2015 Fall,4,3.57,28,,1
199551299,2015 Fall,4,3.57,33,1440,1
241664706,2015 Fall,3,3.57,24,,1
829853749,2015 Fall,1,3.57,24,1400,1
465851917,2016 Fall,5,3.57,31,1330,1
176104466,2016 Fall,4,3.57,,1260,1
448542534,2016 Fall,2,3.57,27,,1
168647213,2017 Fall,4,3.57,25,,1
99599347,2014 Fall,4,3.57,27,1380,1
563540835,2015 Fall,4,3.57,17,1260,1
575694361,2016 Fall,3,3.57,27,1240,1
339523035,2016 Fall,3,3.57,34,,1
773326812,2016 Fall,3,3.57,,1190,1
433666582,2017 Fall,4,3.57,21,1230,1
69924620,2014 Fall,3,3.57,,1280,1
543740121,2016 Fall,3,3.56,28,,1
207048645,2016 Fall,4,3.56,,1200,1
310267212,2016 Fall,3,3.56,,1150,1
677858312,2017 Fall,3,3.56,,1280,1
341903859,2014 Fall,6,3.56,,1230,1
183734815,2014 Fall,2,3.56,,1410,1
412239443,2014 Fall,3,3.56,29,,1
37617510,2015 Fall,2,3.56,27,1200,1
86424076,2015 Fall,2,3.56,30,,1
250579798,2015 Fall,4,3.56,27,,1
892102127,2015 Fall,3,3.56,29,,1
918601598,2015 Fall,3,3.56,,1170,1
936650199,2016 Fall,3,3.56,,1310,1
566787602,2017 Fall,3,3.56,23,1240,1
467387838,2017 Fall,2,3.56,,1290,1
653576008,2017 Fall,3,3.56,,1160,1
333598771,2016 Fall,5,3.56,,1140,1
15301082,2015 Fall,1,3.55,25,1160,1
129195071,2015 Fall,2,3.55,,1390,1
430958231,2015 Fall,4,3.55,,1420,1
325174053,2015 Fall,2,3.55,,1390,1
198309262,2015 Fall,1,3.55,29,,1
370801663,2015 Fall,5,3.55,30,1420,1
519964615,2016 Fall,2,3.55,,1420,1
502684051,2016 Fall,1,3.55,,1450,1
565626378,2015 Fall,3,3.55,,1260,1
505805610,2016 Fall,4,3.55,19,1090,1
548888278,2016 Fall,5,3.55,28,1390,1
616134762,2014 Fall,4,3.55,,1420,1
193954396,2015 Fall,3,3.55,33,,1
1660136,2016 Fall,2,3.55,,1490,1
376756204,2016 Fall,4,3.54,30,,1
853616945,2016 Fall,2,3.54,,1240,1
965764711,2017 Fall,2,3.54,,1200,1
70368826,2014 Fall,3,3.54,27,1420,1
203158511,2016 Fall,3,3.54,,1270,1
552482067,2017 Fall,2,3.54,31,,1
333376104,2014 Fall,3,3.54,,1300,1
337800926,2014 Fall,3,3.54,26,,1
921911902,2014 Fall,3,3.54,29,1380,1
281552207,2015 Fall,3,3.54,,1260,1
687416633,2015 Fall,4,3.54,,1300,1
27732158,2015 Fall,1,3.54,,1420,1
620449191,2015 Fall,3,3.54,,1440,1
414821730,2017 Fall,4,3.54,,1210,1
68010391,2016 Fall,3,3.53,,1420,1
99843249,2016 Fall,2,3.53,25,1270,1
343447386,2017 Fall,2,3.53,,1290,1
535423611,2017 Fall,2,3.53,,1320,1
571469584,2017 Fall,4,3.53,33,1380,1
508398357,2015 Fall,4,3.53,25,,1
680320282,2016 Fall,3,3.53,27,1390,1
152806122,2016 Fall,3,3.53,25,,1
508336707,2017 Fall,5,3.53,28,,1
366547833,2015 Fall,3,3.53,,1340,1
221633993,2015 Fall,3,3.53,30,,1
649654016,2015 Fall,1,3.53,27,,1
703051660,2016 Fall,3,3.53,,1500,1
156362453,2017 Fall,4,3.53,,1450,1
201885111,2017 Fall,3,3.53,28,1250,1
215422619,2017 Fall,3,3.53,29,1350,1
327495905,2017 Fall,1,3.53,31,1370,1
526169409,2017 Fall,3,3.53,31,,1
1814316,2014 Fall,2,3.52,23,,1
833644675,2017 Fall,4,3.52,32,1360,1
525400181,2017 Fall,4,3.52,31,,1
910674945,2017 Fall,1,3.52,34,,1
322209380,2014 Fall,3,3.52,28,1330,1
847121389,2014 Fall,3,3.51,,1420,1
489748064,2016 Fall,5,3.51,,1130,1
51375786,2014 Fall,4,3.51,33,,1
286995368,2015 Fall,4,3.51,,1310,1
150747503,2016 Fall,1,3.51,,1170,1
608559407,2016 Fall,4,3.51,,1280,1
776009356,2016 Fall,3,3.51,,1310,1
987506261,2017 Fall,3,3.51,27,,1
268353197,2017 Fall,2,3.51,,1270,1
562414738,2014 Fall,2,3.51,,1320,1
814415946,2014 Fall,3,3.51,26,1270,1
702084951,2017 Fall,3,3.51,32,,1
74595948,2016 Fall,3,3.5,31,,1
252474412,2014 Fall,3,3.5,28,1270,1
692886064,2014 Fall,4,3.5,31,,1
145041082,2015 Fall,3,3.5,28,1430,1
209153370,2015 Fall,3,3.5,27,1300,1
106740504,2015 Fall,3,3.5,,1270,1
184789504,2016 Fall,2,3.5,27,,1
678271666,2016 Fall,4,3.5,34,1440,1
317290042,2016 Fall,3,3.5,,1440,1
456032166,2016 Fall,4,3.5,,1310,1
138157186,2016 Fall,3,3.5,26,1210,1
17744557,2017 Fall,2,3.5,,1360,1
244385273,2014 Fall,3,3.5,29,,1
398985277,2014 Fall,1,3.5,,1310,1
698769666,2014 Fall,4,3.5,27,1240,1
97594746,2014 Fall,3,3.5,,1250,1
336897823,2014 Fall,3,3.5,27,1490,1
90260613,2014 Fall,,3.5,28,,1
113656716,2014 Fall,3,3.5,,1400,1
448611729,2014 Fall,3,3.5,,1510,1
640871052,2014 Fall,3,3.5,,1340,1
612426297,2016 Fall,4,3.5,30,1400,1
190296157,2016 Fall,3,3.5,,1330,1
888540007,2017 Fall,3,3.5,33,,1
973175637,2015 Fall,4,3.5,25,1250,1
954386598,2015 Fall,4,3.49,,1240,1
297396386,2017 Fall,4,3.49,,1150,1
533436127,2016 Fall,4,3.48,,1240,1
194965064,2014 Fall,1,3.48,,1070,1
914425229,2015 Fall,1,3.48,22,1200,1
433698486,2014 Fall,1,3.48,,1440,1
499269544,2015 Fall,4,3.48,,1350,1
561404802,2016 Fall,3,3.48,28,,1
716453798,2014 Fall,3,3.48,28,,1
612131048,2014 Fall,4,3.48,27,,1
967037251,2015 Fall,4,3.48,,1270,1
61787409,2016 Fall,3,3.48,,1310,1
98447660,2017 Fall,1,3.48,,1270,1
233895427,2017 Fall,4,3.48,34,,1
653745845,2017 Fall,3,3.48,30,,1
535305560,2016 Fall,2,3.48,,1390,1
347049436,2017 Fall,1,3.48,,1410,1
64580660,2015 Fall,4,3.47,29,,1
392909662,2017 Fall,3,3.47,,1330,1
884702808,2017 Fall,3,3.47,,1370,1
158771308,2014 Fall,3,3.47,,1390,1
764806484,2015 Fall,4,3.47,31,1280,1
326898690,2015 Fall,3,3.47,,1290,1
269293628,2016 Fall,3,3.47,27,1220,1
172931809,2017 Fall,5,3.47,26,,1
389101698,2017 Fall,4,3.47,29,1210,1
662258191,2017 Fall,4,3.47,,1380,1
279506205,2014 Fall,3,3.47,,1260,1
59866839,2014 Fall,5,3.47,,1460,1
226020105,2014 Fall,3,3.47,30,,1
706716927,2014 Fall,3,3.47,27,,1
4304487,2015 Fall,2,3.47,31,1290,1
86003856,2016 Fall,3,3.47,,1360,1
775025845,2017 Fall,3,3.47,,1320,1
588890485,2017 Fall,2,3.47,,1330,1
541536543,2014 Fall,2,3.46,,1440,1
45084958,2014 Fall,3,3.46,,1130,1
991352529,2015 Fall,3,3.46,,1340,1
819427409,2015 Fall,3,3.46,,1250,1
510567490,2016 Fall,2,3.46,25,1110,1
96510980,2017 Fall,4,3.46,25,,1
194880357,2017 Fall,4,3.46,32,1280,1
986247841,2017 Fall,4,3.46,,1240,1
350089729,2014 Fall,3,3.46,,1420,1
537866692,2015 Fall,4,3.46,31,1450,1
637799327,2015 Fall,1,3.46,,1380,1
178975730,2016 Fall,3,3.46,32,1550,1
704395687,2017 Fall,2,3.46,,1250,1
273748525,2017 Fall,3,3.45,25,,1
173493082,2014 Fall,4,3.45,,1310,1
235254525,2015 Fall,4,3.45,,1290,1
266920060,2015 Fall,3,3.45,28,,1
337412313,2016 Fall,1,3.45,24,1200,1
961866573,2016 Fall,3,3.45,29,1130,1
500921776,2017 Fall,3,3.45,28,,1
875639644,2015 Fall,3,3.45,,1360,1
237338003,2016 Fall,2,3.45,,1470,1
62225992,2016 Fall,2,3.45,,1290,1
95032656,2016 Fall,2,3.45,,1200,1
372652303,2017 Fall,2,3.45,29,,1
262961920,2016 Fall,1,3.44,,1230,1
341276781,2017 Fall,4,3.44,25,1280,1
769139691,2014 Fall,1,3.44,,1290,1
560401932,2015 Fall,5,3.44,26,,1
68239591,2015 Fall,3,3.44,,1320,1
9033114,2016 Fall,3,3.44,30,,1
24186022,2016 Fall,2,3.44,,1410,1
318477962,2016 Fall,3,3.44,27,1250,1
49220160,2017 Fall,5,3.44,,1210,1
137148462,2017 Fall,3,3.44,,1360,1
626324584,2017 Fall,1,3.44,,1170,1
858432366,2014 Fall,3,3.44,24,1250,1
252673715,2017 Fall,1,3.44,32,,1
814160212,2014 Fall,5,3.44,21,1310,1
293516032,2017 Fall,4,3.44,28,,1
190863233,2014 Fall,4,3.43,,1340,1
966830852,2017 Fall,4,3.43,30,,1
482092441,2014 Fall,4,3.43,,1210,1
553782084,2015 Fall,5,3.43,,1530,1
225649915,2016 Fall,3,3.43,,1380,1
59787201,2016 Fall,2,3.43,,1420,1
898529109,2016 Fall,3,3.43,27,1280,1
250571616,2014 Fall,4,3.43,,1250,1
544010018,2014 Fall,3,3.43,,1490,1
863660041,2014 Fall,4,3.43,,1380,1
768325846,2015 Fall,6,3.43,,1400,1
113202487,2016 Fall,1,3.43,,1350,1
577574526,2016 Fall,3,3.43,31,,1
525521435,2017 Fall,4,3.43,35,,1
590572938,2017 Fall,1,3.43,32,1510,1
361377850,2015 Fall,4,3.43,29,1490,1
834561804,2017 Fall,6,3.42,,1310,1
126657265,2014 Fall,4,3.42,26,,1
520384002,2015 Fall,3,3.42,25,,1
975638762,2016 Fall,2,3.42,,1320,1
209855280,2016 Fall,4,3.42,33,,1
624439830,2016 Fall,2,3.42,,1270,1
385438798,2017 Fall,3,3.42,,1160,1
805174241,2017 Fall,3,3.42,26,,1
687742556,2017 Fall,2,3.42,,1300,1
815371874,2015 Fall,3,3.42,,1440,1
79689330,2016 Fall,4,3.42,32,1450,1
796403984,2017 Fall,4,3.42,30,,1
237525753,2014 Fall,1,3.42,31,1380,1
643778559,2015 Fall,4,3.42,35,,1
612334217,2016 Fall,4,3.42,,1370,1
108157552,2014 Fall,1,3.41,,1330,1
854088707,2016 Fall,4,3.41,,1410,1
69188220,2017 Fall,4,3.41,,1270,1
332945242,2017 Fall,4,3.41,,1160,1
909758943,2015 Fall,3,3.41,28,1200,1
547704569,2015 Fall,6,3.41,28,,1
628317761,2016 Fall,3,3.41,32,,1
684438994,2017 Fall,4,3.41,26,,1
198220764,2017 Fall,4,3.41,32,1430,1
353352279,2014 Fall,4,3.41,,1460,1
186987352,2014 Fall,4,3.41,,1360,1
404248993,2016 Fall,4,3.4,,1530,1
310267928,2017 Fall,4,3.4,,1200,1
284370291,2014 Fall,5,3.4,26,,1
705907864,2014 Fall,3,3.4,27,1220,1
124255937,2014 Fall,4,3.4,31,,1
335736945,2015 Fall,4,3.4,,1420,1
370471125,2015 Fall,3,3.4,31,,1
841171719,2015 Fall,3,3.4,29,,1
60410894,2016 Fall,3,3.4,,1480,1
